place_id,term,term_count,rank
rebirth,餐點,357,1
rebirth,服務,211,2
rebirth,好吃,155,3
rebirth,氣氛,127,4
rebirth,晚餐,92,5
rebirth,內用,90,6
rebirth,咖啡,68,7
rebirth,環境,68,8
rebirth,店員,67,9
rebirth,飲料,54,10
rebirth,料理,54,11
rebirth,食物,53,12
rebirth,感覺,46,13
rebirth,時間,44,14
rebirth,建議,43,15
rebirth,味道,41,16
rebirth,值得,36,17
rebirth,店內,36,18
rebirth,適合,36,19
rebirth,朋友,36,20
rebirth,好喝,33,21
rebirth,推薦,33,22
rebirth,特色,32,23
rebirth,特別,32,24
rebirth,用餐,31,25
