place_id,review_count,avg_sentiment_score,avg_star_rating,avg_spend_amount,spend_sample_count,avg_google_food_rating,google_food_rating_count,avg_google_service_rating,google_service_rating_count,avg_google_atmosphere_rating,google_atmosphere_rating_count,negative,neutral,positive,positive_ratio,neutral_ratio,negative_ratio
xuekewu,352,0.8465909090909091,4.247159090909091,264.81617647058823,68,4.25,76,4.2,75,4.428571428571429,77,21,147,184,0.5227272727272727,0.41761363636363635,0.05965909090909091
