place_id,review_count,avg_sentiment_score,avg_star_rating,avg_spend_amount,spend_sample_count,avg_google_food_rating,google_food_rating_count,avg_google_service_rating,google_service_rating_count,avg_google_atmosphere_rating,google_atmosphere_rating_count,negative,neutral,positive,positive_ratio,neutral_ratio,negative_ratio
yangtiaozao,156,0.7339743589743589,4.243589743589744,206.93333333333334,45,4.263888888888889,72,4.232876712328767,73,4.493333333333333,75,9,78,69,0.4423076923076923,0.5,0.057692307692307696
